video_id,influencer,platform,main_topic,content_type,content_format,nj_relevance_score,local_vs_universal,tone,target_audience,production_quality,originality_score,analysis_confidence
3747559938394708529,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,vlog,1.0,local,inspirational,NJ parents and women interested in lifestyle and fashion,high,0.7,0.3
3747911996437283741,byerikabatista,instagram,NJ Lifestyle and Motherhood,lifestyle,vlog,0.9,regional,casual,NJ parents and residents interested in lifestyle content,high,0.6,0.3
3748327138596550878,byerikabatista,instagram,NJ lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,New Jersey parents and women interested in lifestyle content,high,0.6,0.3
3749747741123720869,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,1.0,regional,inspirational,NJ parents and women interested in lifestyle and local trends,high,0.7,0.5
3751539266917862198,byerikabatista,instagram,Inconclusive: Missing content data,lifestyle,other,0.8,local,casual,NJ residents and mothers interested in lifestyle content,medium,0.5,0.1
3752135749299985137,byerikabatista,instagram,New Jersey lifestyle and family,lifestyle,vlog,0.8,regional,inspirational,"NJ residents, specifically mothers and young families interested in home and style",high,0.6,0.1
3752763474255634881,byerikabatista,instagram,NJ Lifestyle and Motherhood,lifestyle,vlog,0.9,local,inspirational,"NJ parents and women interested in lifestyle, fashion, and local recommendations",high,0.7,0.5
3753008725847270919,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,vlog,0.9,regional,inspirational,Millennial mothers and women living in or moving to the New Jersey suburbs,high,0.7,0.8
3753537043315153273,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,local,inspirational,"NJ parents and residents interested in lifestyle, home, and local gems",high,0.7,0.4
3754218837983199700,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,local,inspirational,NJ-based mothers and millennial women interested in home and family lifestyle,high,0.7,0.2
3754409534564701512,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,vlog,0.9,local,inspirational,"NJ-based parents and women interested in lifestyle, fashion, and local discovery",high,0.7,0.4
3754829477517049013,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,local,inspirational,NJ parents and women interested in home aesthetics and lifestyle,high,0.7,0.4
3754969428623732375,byerikabatista,instagram,NJ lifestyle and motherhood,lifestyle,vlog,0.9,regional,casual,NJ parents and millennial women interested in lifestyle and local curation,high,0.7,0.2
3755149200645522096,byerikabatista,instagram,New Jersey lifestyle,lifestyle,other,0.9,regional,inspirational,NJ parents and women interested in lifestyle and fashion,high,0.6,0.2
3755581733967351230,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,vlog,0.9,regional,casual,NJ parents and women interested in lifestyle and home aesthetics,high,0.5,0.2
3755636019761864132,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,other,0.9,local,inspirational,NJ parents and women interested in lifestyle and home decor,high,0.5,0.1
3757406873944402739,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,NJ parents and women interested in home and lifestyle content,high,0.6,0.2
3757703420179508729,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,local,inspirational,Millennial parents and residents in Northern New Jersey,high,0.7,0.2
3758048647712957669,byerikabatista,instagram,Insufficient data for specific analysis,lifestyle,other,0.8,local,casual,New Jersey residents and parents interested in lifestyle and family content,high,0.5,0.1
3758563568783550333,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,local,inspirational,"NJ residents, specifically millennial parents and women in the Hudson County area",high,0.7,0.6
3758583679556846119,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,"NJ parents and women interested in home, style, and local living",high,0.7,0.5
3759302504225002973,byerikabatista,instagram,New Jersey lifestyle and fashion,lifestyle,vlog,0.9,local,inspirational,Modern mothers and women living in the NJ/NY tri-state area,high,0.7,0.2
3759441099841718815,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,local,inspirational,"NJ residents, mothers, and families interested in lifestyle and local recommendations",high,0.6,0.2
3760264991690822036,byerikabatista,instagram,Lifestyle and motherhood in NJ,lifestyle,vlog,0.9,regional,inspirational,NJ-based mothers and millennial women interested in lifestyle and local trends,high,0.7,0.3
3761454873222170369,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,Millennial mothers and women living in or moving to Northern New Jersey,high,0.6,0.5
3762101981239423217,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,casual,Millennial parents and women residing in Northern New Jersey,high,0.7,0.4
3762210510205995868,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,Millennial parents and women residing in New Jersey,high,0.6,0.3
3762894281683047473,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,vlog,1.0,regional,inspirational,"New Jersey-based parents, suburban homeowners, and women interested in lifestyle curation",high,0.7,0.2
3763500307431075379,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,casual,Millennial mothers and families living in or moving to the New Jersey area,high,0.6,0.5
3763908850887000478,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,vlog,0.9,local,inspirational,"New Jersey parents and women interested in lifestyle, decor, and local gems",high,0.7,0.5
3765069476460083644,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,"NJ parents and women interested in lifestyle, fashion, and family content",high,0.6,0.3
3765178043544452737,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,1.0,local,inspirational,"New Jersey parents and women interested in lifestyle, fashion, and local community events",high,0.8,0.5
3766807559144562906,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,local,inspirational,NJ-based parents and lifestyle-focused millennials,high,0.7,0.3
3768022078739029133,byerikabatista,instagram,New Jersey lifestyle motherhood,lifestyle,vlog,0.9,regional,inspirational,NJ residents and mothers interested in lifestyle and fashion,high,0.7,0.4
3769035388283268667,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,other,0.9,regional,inspirational,New Jersey mothers and women interested in lifestyle and fashion,high,0.6,0.2
3769485609984401888,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,"NJ residents, particularly millennial mothers and parents interested in local lifestyle and travel.",high,0.7,0.2
3769691312695142323,byerikabatista,instagram,New Jersey lifestyle and motherhood,lifestyle,vlog,0.9,regional,inspirational,"NJ residents, specifically mothers, interested in lifestyle, shopping, and home curation",high,0.6,0.4
3770090643059242954,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,vlog,0.9,regional,inspirational,Millennial parents and women living in or moving to the New Jersey suburbs,high,0.7,0.5
3770823224012695925,byerikabatista,instagram,New Jersey Lifestyle and Motherhood,lifestyle,vlog,0.9,local,inspirational,NJ parents and women interested in local lifestyle and fashion,high,0.7,0.5
3423906872597996506,Christine Eliza,instagram,New Jersey local lifestyle,lifestyle,vlog,1.0,local,inspirational,NJ residents and tri-state area tourists,high,0.8,0.5
3499953832975819922,Christine Eliza,instagram,New Jersey lifestyle and travel,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area tourists looking for local recommendations,high,0.7,0.5
3591956863807659573,Christine Eliza,instagram,New Jersey lifestyle and tourism,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area locals looking for weekend activities,high,0.7,0.8
3686823011887159420,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,regional,inspirational,NJ residents and tri-state area locals looking for weekend activities,high,0.7,0.85
3687572188711671092,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area foodies looking for weekend activities,high,0.7,0.6
3689682238942219607,Christine Eliza,instagram,New Jersey lifestyle and discovery,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area tourists seeking local recommendations,high,0.7,0.8
3689907381380392187,Christine Eliza,instagram,New Jersey lifestyle and travel,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area locals looking for activities,high,0.7,0.5
3690633482050266022,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area locals looking for weekend activities,high,0.7,0.5
3692719742508428087,Christine Eliza,instagram,New Jersey food and lifestyle,lifestyle,montage,1.0,local,inspirational,NJ residents and food enthusiasts looking for local recommendations,high,0.7,0.8
3694193677473227437,Christine Eliza,instagram,New Jersey lifestyle and travel,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area locals looking for weekend activities,high,0.7,0.85
3694839269198958331,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,"NJ residents, specifically young professionals in North Jersey",high,0.7,0.5
3695592392209403764,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area visitors,high,0.7,0.5
3697679659224618167,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area young professionals looking for weekend activities,high,0.7,0.2
3698547874733711846,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,NJ residents and tri-state area tourists seeking local recommendations,high,0.7,0.8
3699910205518485986,Christine Eliza,instagram,New Jersey lifestyle and gems,lifestyle,vlog,1.0,local,inspirational,NJ residents and young professionals in the Tri-State area,high,0.7,0.5
3701537795445245455,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and foodies looking for local recommendations,high,0.7,0.8
3703637346587457775,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,casual,NJ residents and tri-state area foodies/travelers,high,0.7,0.5
3704305997956087915,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area young professionals,high,0.7,0.5
3707135840168484232,Christine Eliza,instagram,New Jersey lifestyle and travel,lifestyle,vlog,1.0,local,inspirational,NJ residents and tri-state area travelers,high,0.7,0.1
3707897530229235549,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,NJ residents and foodies looking for local recommendations,high,0.6,0.2
3709922616246349288,Christine Eliza,instagram,New Jersey lifestyle and activities,lifestyle,montage,1.0,local,inspirational,NJ residents and tri-state area locals looking for weekend activities,high,0.7,0.5
3710192655318948882,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,regional,inspirational,NJ residents and young professionals looking for local activities,high,0.7,0.2
3711599884492528666,Christine Eliza,instagram,New Jersey lifestyle and culture,lifestyle,vlog,1.0,local,casual,New Jersey residents and millennials/Gen Z looking for local travel and dining,high,0.7,0.4
3712319512730575964,Christine Eliza,instagram,New Jersey lifestyle and real estate,lifestyle,montage,1.0,local,inspirational,"New Jersey residents, millennials, and individuals looking to relocate to NJ",high,0.75,0.9
3713774283652001418,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,Millennial and Gen Z New Jersey residents looking for dining and weekend activities,high,0.6,0.5
3714406335183246768,Christine Eliza,instagram,New Jersey lifestyle and tourism,lifestyle,vlog,1.0,local,inspirational,NJ residents and tri-state area locals looking for weekend activities,high,0.7,0.5
3715145198684008415,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,Young professionals and residents living in or moving to North Jersey,high,0.7,0.5
3718074473216296049,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,vlog,0.95,local,inspirational,New Jersey residents and tri-state area locals looking for weekend activities,high,0.7,0.8
3727489996756742860,Christine Eliza,instagram,New Jersey lifestyle and gems,lifestyle,vlog,1.0,local,casual,New Jersey residents and tri-state area visitors looking for things to do,high,0.7,0.5
3729007850623461942,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,"NJ residents, young families, and tri-state area tourists",high,0.7,0.4
3733297546769049853,Christine Eliza,instagram,New Jersey Lifestyle and Dining,lifestyle,vlog,1.0,local,casual,"NJ residents, foodies, and young professionals in the Tri-State area",high,0.7,0.5
3734037521291440360,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,NJ residents and young professionals interested in dining and aesthetics,high,0.7,0.5
3737674042099655042,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area foodies,high,0.7,0.8
3738318918142493191,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,regional,inspirational,NJ residents and young professionals interested in local lifestyle and dining,high,0.7,0.3
3741213873220267755,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,New Jersey residents and young professionals in the tri-state area,high,0.7,0.2
3744237602028169870,Christine Eliza,instagram,New Jersey shore lifestyle,lifestyle,montage,1.0,local,inspirational,"New Jersey residents, millennial parents, and shore-bound tourists",high,0.6,0.2
3744743275002406845,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,inspirational,NJ residents and tri-state area tourists looking for local recommendations,high,0.7,0.2
3745716661870409203,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,regional,inspirational,NJ residents and young professionals in the Tri-state area,high,0.7,0.5
3749921336882759328,Christine Eliza,instagram,New Jersey lifestyle and real estate,lifestyle,montage,1.0,local,inspirational,"Millennial and Gen Z New Jersey residents, prospective homebuyers, and local explorers",high,0.75,0.3
3749956961051936799,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,"NJ residents, foodies, and young professionals in the tri-state area",high,0.7,0.2
3750766055439244123,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,vlog,1.0,local,casual,NJ residents and tri-state area tourists looking for local recommendations,high,0.7,0.3
3752297266779274414,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area foodies,high,0.7,0.6
3753592314167226300,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,"NJ residents, young professionals, and foodies looking for local activities",high,0.7,0.6
3758109589062341229,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,regional,inspirational,New Jersey residents and millennial professionals looking for local recommendations,high,0.7,0.5
3758756875320733835,Christine Eliza,instagram,Data unavailable for analysis,lifestyle,other,1.0,local,casual,New Jersey residents and visitors interested in local lifestyle and activities,medium,0.5,0.1
3760946228096694721,Christine Eliza,instagram,New Jersey lifestyle and travel,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area tourists,high,0.7,0.8
3763041920613516230,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,regional,inspirational,NJ residents and tri-state area foodies looking for weekend activities,high,0.6,0.3
3764729327767026856,Christine Eliza,instagram,New Jersey lifestyle and dining,lifestyle,montage,1.0,local,inspirational,New Jersey residents and tri-state area tourists,high,0.7,0.2
3765182762253974311,Christine Eliza,instagram,New Jersey lifestyle and travel,lifestyle,montage,1.0,regional,inspirational,NJ residents and tri-state area young professionals looking for weekend activities,high,0.7,0.6
3768845288099208805,Christine Eliza,instagram,New Jersey lifestyle and gems,lifestyle,vlog,1.0,local,inspirational,New Jersey residents and families looking for local activities,high,0.7,0.5
3715705837970183259,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.85,regional,inspirational,Millennial women and mothers in the New Jersey/New York area interested in fashion and body positivity,high,0.75,0.6
3715943475591703867,Dileiny Baron,instagram,Fashion and lifestyle in New Jersey,lifestyle,vlog,0.85,regional,inspirational,Millennial women and mothers residing in the NJ/NY tri-state area,high,0.7,0.4
3716498815760335823,Dileiny Baron,instagram,Fashion and local lifestyle,lifestyle,montage,0.9,regional,inspirational,NJ-based women and mothers interested in fashion and elevated suburban living,high,0.7,0.8
3719265155415951964,Dileiny Baron,instagram,Fashion and urban lifestyle,lifestyle,montage,0.8,regional,inspirational,"Tri-state area women, fashion-conscious mothers, and New Jersey residents interested in local style influencers",high,0.7,0.85
3719340829057101204,Dileiny Baron,instagram,NJ lifestyle and fashion,lifestyle,vlog,0.9,regional,inspirational,New Jersey women and mothers interested in style and local recommendations,high,0.7,0.8
3720087471079166215,Dileiny Baron,instagram,NJ Fashion and Lifestyle,lifestyle,montage,0.8,regional,inspirational,Fashion-conscious women in the NJ/NYC area,high,0.7,0.4
3720745249338732528,Dileiny Baron,instagram,Fashion and lifestyle curation,lifestyle,vlog,0.8,regional,inspirational,Modern mothers and fashion-conscious women in New Jersey,high,0.7,0.3
3723689534824564544,Dileiny Baron,instagram,Fashion and lifestyle content,lifestyle,montage,0.8,regional,inspirational,Women and mothers in the tri-state area interested in fashion and lifestyle,high,0.6,0.5
3724355267715794714,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.85,regional,inspirational,Millennial women and mothers in the Tri-State area interested in accessible luxury and fashion.,high,0.7,0.6
3725125153580842495,Dileiny Baron,instagram,New Jersey lifestyle and fashion,lifestyle,vlog,0.85,regional,inspirational,"NJ-based women, mothers, and fashion enthusiasts interested in relatable lifestyle content",high,0.7,0.6
3725837586247116195,Dileiny Baron,instagram,Elevated fashion and lifestyle,lifestyle,montage,0.9,regional,inspirational,Women and mothers in the NJ/NYC metro area interested in fashion and home life,high,0.7,0.6
3727282231950896315,Dileiny Baron,instagram,Fashion and lifestyle inspiration,lifestyle,vlog,0.85,regional,inspirational,Modern mothers and fashion-conscious women in the New Jersey/Tri-state area,high,0.7,0.5
3728066798156645558,Dileiny Baron,instagram,Fashion and local lifestyle,lifestyle,montage,0.85,regional,inspirational,"NJ-based women interested in fashion, motherhood, and lifestyle",high,0.7,0.4
3728957513128875751,Dileiny Baron,instagram,Fashion and lifestyle inspiration,lifestyle,vlog,0.85,regional,inspirational,"NJ-based women, millennial mothers, and fashion enthusiasts",high,0.7,0.5
3729472578558784437,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.85,regional,inspirational,New Jersey-based women and mothers interested in fashion and local lifestyle,high,0.7,0.6
3730254688143947897,Dileiny Baron,instagram,Fashion and suburban lifestyle,lifestyle,vlog,0.85,regional,inspirational,NJ-based women and mothers interested in fashion and local lifestyle trends,high,0.7,0.8
3731655587290547227,Dileiny Baron,instagram,Fashion and lifestyle branding,lifestyle,vlog,0.9,regional,inspirational,"Fashion-conscious women, suburban mothers, and NJ residents",high,0.7,0.6
3732433386657998930,Dileiny Baron,instagram,NJ Fashion and Lifestyle,lifestyle,vlog,0.9,regional,inspirational,Modern women and mothers primarily in the NJ/NY tri-state area interested in fashion,high,0.7,0.5
3733233454692590931,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.8,regional,inspirational,NJ-based women and mothers interested in fashion and elevated daily living,high,0.7,0.6
3734556123585228649,Dileiny Baron,instagram,New Jersey Lifestyle and Fashion,lifestyle,vlog,0.9,regional,inspirational,Women and mothers primarily in the New Jersey and Tri-State area interested in fashion and lifestyle,high,0.7,0.5
3735317280868711724,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.8,regional,inspirational,Millennial women and mothers residing in the NJ/NYC tri-state area,high,0.7,0.5
3737026750136819936,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.8,regional,inspirational,"Tri-state area women interested in fashion, motherhood, and lifestyle content",high,0.7,0.85
3738304014649044913,Dileiny Baron,instagram,Personal Style and Lifestyle,lifestyle,montage,0.85,regional,inspirational,New Jersey-based women and mothers interested in fashion and elevated lifestyle,high,0.7,0.8
3738922051911465549,Dileiny Baron,instagram,Fashion and lifestyle content,lifestyle,vlog,0.8,regional,inspirational,"New Jersey women, specifically mothers interested in fashion and local activities",high,0.7,0.2
3739742685508069948,Dileiny Baron,instagram,Fashion and local lifestyle,lifestyle,montage,0.8,regional,inspirational,"NJ-based women, millennial mothers, and fashion enthusiasts",high,0.6,0.5
3741164862576721905,Dileiny Baron,instagram,Fashion and Lifestyle in NJ,lifestyle,montage,0.85,regional,inspirational,Women and mothers (ages 25-45) residing in the NJ/NY tri-state area interested in fashion,high,0.7,0.4
3743272713935748197,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.8,regional,inspirational,Modern mothers and professional women in the NJ/NY tri-state area,high,0.7,0.85
3743988943688690471,Dileiny Baron,instagram,Fashion and lifestyle inspiration,lifestyle,montage,0.8,regional,inspirational,Women and mothers in the NJ/NY tri-state area interested in fashion and local lifestyle,high,0.7,0.6
3745454764629756456,Dileiny Baron,instagram,Fashion and personal styling,lifestyle,montage,0.7,universal,inspirational,"Women interested in fashion, shopping, and style tips",high,0.6,0.5
3746256920899293001,Dileiny Baron,instagram,Fashion and Lifestyle Branding,lifestyle,montage,0.8,regional,inspirational,"NJ-based women and mothers interested in fashion, shopping, and suburban lifestyle",high,0.6,0.4
3746860222783499321,Dileiny Baron,instagram,New Jersey Lifestyle and Fashion,lifestyle,montage,0.9,regional,inspirational,"NJ-based women and mothers interested in fashion, shopping, and local lifestyle content",high,0.7,0.5
3749768081519337816,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.8,regional,inspirational,Women and mothers in the New Jersey/New York metropolitan area interested in fashion and relatable lifestyle content,high,0.7,0.5
3750490815966664154,Dileiny Baron,instagram,Fashion and lifestyle inspiration,lifestyle,vlog,0.8,regional,inspirational,"Fashion-conscious women and mothers, particularly those residing in the New Jersey/New York tri-state area.",high,0.6,0.4
3752664081489598192,Dileiny Baron,instagram,Fashion and lifestyle influencer,lifestyle,vlog,0.9,regional,inspirational,Fashion-conscious women and mothers in the New Jersey/New York tri-state area,high,0.7,0.8
3754927588528533504,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,vlog,0.8,regional,inspirational,Fashion-conscious women and mothers in the Tri-State area,high,0.7,0.4
3755770235678013304,Dileiny Baron,instagram,Fashion and lifestyle curation,lifestyle,montage,0.9,regional,inspirational,Tri-state area women and mothers interested in attainable luxury and fashion,high,0.6,0.4
3758501767265843033,Dileiny Baron,instagram,Fashion and lifestyle branding,lifestyle,montage,0.8,regional,inspirational,Women and mothers in New Jersey and the tri-state area interested in fashion and home life,high,0.7,0.4
3760610388162302513,Dileiny Baron,instagram,Fashion and lifestyle inspiration,lifestyle,montage,0.85,regional,inspirational,Tristate area women and mothers interested in fashion and home life,high,0.7,0.8
3760803306005510766,Dileiny Baron,instagram,Fashion and suburban lifestyle,lifestyle,vlog,0.9,regional,inspirational,NJ mothers and women interested in fashion and local lifestyle,high,0.7,0.8
3761544639884224865,Dileiny Baron,instagram,Fashion and Lifestyle Branding,lifestyle,vlog,0.8,regional,inspirational,Modern mothers and fashion-conscious women in the New Jersey/New York metropolitan area,high,0.7,0.4
3762114586951439211,Dileiny Baron,instagram,Fashion and Lifestyle,lifestyle,vlog,0.8,regional,inspirational,"Tri-state area women interested in fashion, motherhood, and lifestyle content",high,0.7,0.5
3762884009865964981,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.85,regional,inspirational,NJ-based women and mothers interested in attainable fashion and local lifestyle,high,0.7,0.9
3764305154053915190,Dileiny Baron,instagram,Fashion and lifestyle curation,lifestyle,vlog,0.8,regional,inspirational,Fashion-conscious women and mothers in the New Jersey/New York area,high,0.7,0.1
3764538141073110981,Dileiny Baron,instagram,Fashion and lifestyle inspiration,lifestyle,montage,0.8,regional,inspirational,Women and mothers in the NJ/NYC tri-state area interested in fashion and elevated daily living,high,0.7,0.4
3765064365255834742,Dileiny Baron,instagram,Modern New Jersey lifestyle fashion,lifestyle,vlog,0.85,regional,inspirational,"Tri-state area women, millennial mothers, and fashion-conscious NJ residents",high,0.7,0.8
3765737824927482290,Dileiny Baron,instagram,New Jersey Lifestyle and Fashion,lifestyle,montage,0.9,regional,inspirational,Millennial women and mothers residing in the New Jersey/New York metropolitan area,high,0.7,0.5
3767903210796111494,Dileiny Baron,instagram,Fashion and suburban lifestyle,lifestyle,vlog,0.85,regional,inspirational,"NJ women and mothers interested in fashion, home styling, and local lifestyle",high,0.7,0.9
3768641791667868050,Dileiny Baron,instagram,Fashion and lifestyle aesthetics,lifestyle,montage,0.8,regional,inspirational,Modern mothers and fashion-conscious women in the NJ/NYC tri-state area,high,0.6,0.3
3769540232397125114,Dileiny Baron,instagram,New Jersey Lifestyle and Fashion,lifestyle,vlog,0.9,regional,inspirational,Millennial women and mothers residing in New Jersey and the tri-state area,high,0.7,0.3
3770313041935206676,Dileiny Baron,instagram,Fashion and lifestyle styling,lifestyle,montage,0.8,regional,inspirational,New Jersey and New York based women and mothers interested in attainable luxury and fashion,high,0.7,0.6
3687450231277496639,Garden State,instagram,Insufficient data provided for analysis,lifestyle,other,1.0,local,casual,New Jersey residents and visitors interested in local food and travel,high,0.5,0.1
3688947611999120956,Garden State,instagram,Insufficient content data provided,other,other,0.5,local,informative,Followers of the Garden State Instagram account,low,0.0,0.1
3689203762170829596,Garden State,instagram,Undetermined New Jersey content,lifestyle,other,1.0,local,casual,New Jersey residents and local enthusiasts,low,0.0,0.0
3689791478978565140,Garden State,instagram,New Jersey lifestyle and culture,lifestyle,other,1.0,local,casual,New Jersey residents and tri-state area travelers,medium,0.5,0.1
3690665640265617758,Garden State,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3690723010575801167,Garden State,instagram,Insufficient data for analysis,other,other,0.5,local,informative,New Jersey residents and those interested in Garden State content,low,0.0,0.1
3691761058721735177,Garden State,instagram,Insufficient data provided,other,other,1.0,local,informative,General New Jersey audience (based on account handle),low,0.0,0.0
3696306734810754833,Garden State,instagram,New Jersey lifestyle and identity,lifestyle,other,1.0,local,casual,New Jersey residents and the NJ diaspora,low,0.1,0.1
3697092484649150484,Garden State,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3699928601013639665,Garden State,instagram,Insufficient data for analysis,other,other,0.0,local,informative,New Jersey residents and followers of the 'Garden State' profile,low,0.0,0.0
3701280613609457568,Garden State,instagram,Insufficient data for analysis,other,other,1.0,local,informative,New Jersey residents and followers of the Garden State account,low,0.0,0.0
3702815275033803866,Garden State,instagram,New Jersey lifestyle and culture,lifestyle,other,1.0,local,casual,New Jersey residents and local enthusiasts,medium,0.5,0.2
3704481340251160711,Garden State,instagram,New Jersey Lifestyle/Culture,lifestyle,other,1.0,local,casual,New Jersey residents and individuals interested in Garden State culture.,medium,0.5,0.1
3706411582652319351,Garden State,instagram,Insufficient data for analysis,other,other,0.0,local,informative,Unknown,low,0.0,0.0
3707180502015448074,Garden State,instagram,Insufficient data for analysis,other,other,1.0,local,informative,New Jersey residents (based on influencer handle),low,0.0,0.1
3707981346054996702,Garden State,instagram,Insufficient content data provided,other,other,1.0,local,informative,NJ residents (based on influencer name),low,0.0,0.0
3710072137530287020,Garden State,instagram,Insufficient data provided for analysis,other,other,0.5,local,casual,New Jersey residents and followers of the Garden State account,low,0.0,0.0
3712184415440440742,Garden State,instagram,Insufficient data for analysis,other,other,0.0,local,informative,New Jersey residents and social media users,low,0.0,0.0
3713492396199027658,Garden State,instagram,Insufficient data for analysis,other,other,1.0,local,informative,New Jersey residents (based on influencer handle),low,0.0,0.1
3714296254668124601,Garden State,instagram,Insufficient data for analysis,other,other,1.0,local,informative,New Jersey residents and those interested in the Garden State,low,0.0,0.0
3720243623834504108,Garden State,instagram,Insufficient data for analysis,other,other,0.0,local,informative,General New Jersey residents (assumed based on username),low,0.0,0.0
