video_id,sentiment_score,primary_emotion,rhetorical_mode,authenticity_score,controversy_potential,source
7560003198497344823,0.6,joy,entertaining,0.45,0.0,claude_batch
7560043057702391095,0.82,joy,entertaining,0.78,0.05,claude_batch
7560380940816633101,0.65,trust,inspirational,0.75,0.15,claude_batch
7560808768842272013,0.85,joy,entertaining,0.75,0.05,claude_batch
7561144931352317197,0.65,joy,entertaining,0.7,0.1,claude_batch
7561187297966722317,0.65,anticipation,entertaining,0.7,0.15,claude_batch
7561896279777840439,0.75,joy,entertaining,0.75,0.05,claude_batch
7562322809687526669,0.85,joy,entertaining,0.75,0.0,claude_batch
7562615136855379214,0.65,anticipation,entertaining,0.7,0.3,claude_batch
7563070901160283405,0.75,joy,entertaining,0.65,0.05,claude_batch
7564061403867254030,0.75,anticipation,entertaining,0.65,0.05,claude_batch
7564434768901836087,0.85,joy,entertaining,0.72,0.0,claude_batch
7564774985714126111,0.92,joy,entertaining,0.75,0.05,claude_batch
7565249404752497934,0.85,joy,entertaining,0.8,0.05,claude_batch
7566735408906669326,0.65,joy,nostalgic_reflection,0.8,0.2,claude_batch
7566807151708998967,0.0,unknown,unknown,0.0,0.0,claude_batch
7567396431854619917,0.65,surprise,entertaining,0.75,0.1,claude_batch
7567410197564607758,0.85,joy,entertaining,0.75,0.05,claude_batch
7568175863074786574,0.85,joy,entertaining,0.75,0.0,claude_batch
7568177602259635470,0.85,joy,entertaining,0.8,0.0,claude_batch
7568261760168365326,0.15,joy,entertaining,0.8,0.05,claude_batch
7568635415003991310,-0.35,sadness,entertaining,0.55,0.15,claude_batch
7569019425081265439,0.75,joy,entertaining,0.65,0.05,claude_batch
7569020982829092126,0.0,unknown,unknown,0.0,0.0,claude_batch
7569293076540214541,0.85,joy,entertaining,0.75,0.0,claude_batch
7569401875234049294,0.0,unknown,unknown,0.0,0.0,claude_batch
7569403645951872270,0.72,joy,entertaining,0.75,0.05,claude_batch
7570370549004635405,0.65,surprise,entertaining,0.75,0.1,claude_batch
7570448468355894542,0.75,joy,entertaining,0.8,0.0,claude_batch
7570798993379298573,0.75,joy,entertaining,0.65,0.0,claude_batch
7571207836038909197,0.75,joy,entertaining,0.8,0.05,claude_batch
7571603544281828621,0.65,joy,entertaining,0.75,0.05,claude_batch
7571672286802103566,0.85,joy,entertaining,0.7,0.05,claude_batch
7571686425314250039,0.85,joy,entertaining,0.75,0.05,claude_batch
7573041570077871373,0.75,joy,entertaining,0.7,0.05,claude_batch
MS4wLjABAAAAdVdh7kg6kULLkZam5p8pCNyqFTFTjpiODtGhqIsfgz45UlJDY3xZ,0.0,none_detectable,informative,0.0,0.0,claude_batch
7498479744388746539,0.65,joy,entertaining,0.75,0.15,claude_batch
7499612057075977518,0.75,joy,persuasive,0.65,0.05,claude_batch
7502199970284571947,0.85,joy,entertaining,0.82,0.0,claude_batch
7503690432547753258,0.82,joy,persuasive,0.65,0.05,claude_batch
7505928567276997930,0.65,anticipation,informative,0.8,0.05,claude_batch
7509231511250488619,0.85,joy,inspirational,0.8,0.05,claude_batch
7510612687873641770,0.75,joy,entertaining,0.7,0.05,claude_batch
7511090884528688430,0.75,joy,informative,0.65,0.05,claude_batch
7512584735009475886,0.75,anticipation,informative,0.65,0.05,claude_batch
7514816173712657706,0.85,joy,persuasive,0.65,0.05,claude_batch
7517298745772379406,0.85,joy,entertaining,0.55,0.15,claude_batch
7518905556682247437,0.72,joy,inspirational,0.62,0.05,claude_batch
7520369031925320974,0.85,joy,entertaining,0.72,0.0,claude_batch
7522232830261284109,0.75,anticipation,entertaining,0.65,0.05,claude_batch
7522862268732673293,0.82,joy,informative,0.68,0.05,claude_batch
7524828998296259854,0.75,anticipation,persuasive,0.55,0.05,claude_batch
7527808642335264014,0.75,anticipation,persuasive,0.65,0.05,claude_batch
7529650211501690125,0.75,anticipation,informative,0.65,0.05,claude_batch
7534483775456021774,0.85,joy,entertaining,0.75,0.05,claude_batch
7535222511961787703,0.75,joy,entertaining,0.8,0.05,claude_batch
7537802842875202871,0.72,joy,inspirational,0.78,0.15,claude_batch
7538173037128977719,0.78,joy,inspirational,0.72,0.05,claude_batch
7538821635881569549,0.85,anticipation,informative|persuasive|entertaining,0.65,0.05,claude_batch
7541149294007487757,0.75,joy,entertaining,0.75,0.05,claude_batch
7542648853464403213,0.35,anticipation,entertaining,0.72,0.1,claude_batch
7543400097053150478,0.75,trust,inspirational,0.72,0.05,claude_batch
7544011833473010958,0.75,anticipation,persuasive,0.55,0.05,claude_batch
7545997615847034125,0.75,joy,inspirational,0.65,0.05,claude_batch
7546960241120857358,0.75,joy,informative,0.82,0.05,claude_batch
7547485522994662670,0.75,joy,inspirational,0.7,0.05,claude_batch
7550443987757305143,0.75,joy,persuasive,0.6,0.05,claude_batch
7551805526426914061,0.85,anticipation,persuasive,0.65,0.0,claude_batch
7552195688797359373,0.75,joy,informative,0.72,0.05,claude_batch
7553023080675724599,0.75,joy,persuasive,0.55,0.05,claude_batch
7553670264148610317,0.85,joy,persuasive|entertaining,0.65,0.05,claude_batch
7554423629899992333,0.75,joy,persuasive,0.62,0.15,claude_batch
7556798599208717623,0.75,joy,entertaining,0.8,0.0,claude_batch
7557838022239145229,0.72,joy,entertaining,0.78,0.05,claude_batch
7558593391882161422,0.85,joy,persuasive,0.65,0.05,claude_batch
7559234908988656910,0.75,joy,persuasive,0.55,0.1,claude_batch
7559601198207225101,0.85,joy,persuasive,0.65,0.05,claude_batch
7560055947561815310,0.15,surprise,entertaining,0.75,0.45,claude_batch
7561947741505572151,0.65,anticipation,entertaining,0.8,0.05,claude_batch
7563809061322444045,0.75,joy,entertaining,0.55,0.05,claude_batch
7564526907467844919,0.75,joy,persuasive,0.55,0.05,claude_batch
7566382062643465486,0.65,anticipation,informative,0.65,0.05,claude_batch
7570024317690416398,0.72,anticipation,persuasive,0.55,0.1,claude_batch
7571228112474737933,0.82,joy,persuasive,0.72,0.05,claude_batch
7572334453951860023,0.75,joy,persuasive,0.55,0.05,claude_batch
7573819483677003022,0.75,joy,entertaining,0.78,0.05,claude_batch
MS4wLjABAAAAWK434l4I2OEq_JL36yL0Z4HygDVmM60Trgh9fH3i3d6V6NKDx12x,0.0,unknown,unknown,0.0,0.0,claude_batch
7463236008100908331,0.85,joy,persuasive,0.75,0.05,claude_batch
7465833877605551402,0.88,joy,persuasive,0.72,0.05,claude_batch
7470308277247692074,0.85,joy,persuasive,0.65,0.05,claude_batch
7475495344344665387,0.85,joy,persuasive,0.72,0.05,claude_batch
7477713446453251370,0.92,joy,persuasive,0.85,0.05,claude_batch
7481405298880695595,0.92,joy,entertaining,0.88,0.0,claude_batch
7483666837255965998,0.85,joy,persuasive,0.75,0.05,claude_batch
7485146050005601582,0.85,joy,persuasive,0.75,0.0,claude_batch
7488192222475898158,0.85,joy,informative,0.8,0.05,claude_batch
7490235023312932138,0.85,joy,persuasive,0.7,0.05,claude_batch
7490583074065976619,0.65,joy,entertaining,0.75,0.0,claude_batch
7492182523313720619,0.85,joy,informative,0.78,0.05,claude_batch
7494406737353592106,0.85,joy,persuasive,0.78,0.05,claude_batch
7497016030120807726,0.85,joy,persuasive,0.78,0.05,claude_batch
7497691952415018286,0.75,joy,entertaining,0.8,0.05,claude_batch
7498472903911001390,0.82,joy,entertaining,0.78,0.05,claude_batch
7500376770835664170,0.65,joy,entertaining,0.75,0.15,claude_batch
7502508068236741930,0.85,joy,entertaining,0.8,0.05,claude_batch
7507085288234339630,0.75,joy,informative,0.82,0.05,claude_batch
7510004718144474410,0.85,joy,entertaining,0.72,0.05,claude_batch
7512581621057473834,0.85,joy,entertaining,0.7,0.05,claude_batch
7520412753287286029,0.85,joy,persuasive|entertaining,0.7,0.05,claude_batch
7522224799561649463,0.85,joy,persuasive,0.75,0.05,claude_batch
7524439691337288973,0.85,joy,persuasive,0.75,0.05,claude_batch
7525201786789956919,0.85,joy,persuasive,0.75,0.05,claude_batch
7525590040580328759,0.92,joy,persuasive,0.78,0.05,claude_batch
7526245537058688269,0.85,anticipation,persuasive,0.7,0.05,claude_batch
7527438423821454647,0.85,joy,persuasive,0.72,0.05,claude_batch
7527838673451142413,0.85,joy,entertaining,0.65,0.05,claude_batch
7528187215952792845,0.85,joy,informative,0.78,0.0,claude_batch
7531740219230473485,0.85,anticipation,entertaining,0.8,0.05,claude_batch
7531894008235314446,0.65,joy,entertaining,0.75,0.1,claude_batch
7532139343251508494,0.85,joy,persuasive,0.8,0.05,claude_batch
7536328759385918733,0.85,joy,persuasive,0.75,0.05,claude_batch
7537445795046493453,0.85,joy,persuasive,0.7,0.05,claude_batch
7543788135818300686,0.85,joy,entertaining,0.72,0.05,claude_batch
7549980508583775501,0.85,joy,entertaining,0.7,0.05,claude_batch
7551189378253507895,0.85,trust,persuasive,0.75,0.05,claude_batch
7551586901870824718,0.75,joy,entertaining,0.6,0.15,claude_batch
7557205176797482254,0.85,anticipation,informative,0.72,0.05,claude_batch
7557856624203861262,0.85,joy,persuasive,0.72,0.1,claude_batch
7558240338431708430,0.65,joy,entertaining,0.75,0.35,claude_batch
7558600590100598071,0.85,joy,informative,0.78,0.05,claude_batch
7559339552683363639,0.85,joy,persuasive,0.75,0.15,claude_batch
7569467090516626743,0.85,joy,persuasive,0.78,0.05,claude_batch
7571232920820616462,0.85,joy,persuasive,0.78,0.05,claude_batch
7573013799234571533,0.85,joy,persuasive,0.65,0.05,claude_batch
7573317327844904247,0.92,joy,persuasive,0.82,0.05,claude_batch
7573445291064495374,0.78,joy,inspirational,0.68,0.05,claude_batch
7574109262004161806,0.65,joy,entertaining,0.65,0.05,claude_batch
MS4wLjABAAAA6K0dgx5KVgCouC3nBWF3rdylo5vFuMsabqmlD3YzTH911j8ap7oc,0.0,unknown,unknown,0.0,0.0,claude_batch
7449133029085416750,0.0,unable_to_determine,unknown,0.0,0.0,claude_batch
7450950850593393966,0.65,joy,entertaining,0.8,0.05,claude_batch
7450993127600737582,0.75,joy,entertaining,0.85,0.15,claude_batch
7451771038842752302,-0.55,sadness,entertaining,0.85,0.1,claude_batch
7452842255058062638,0.0,unknown,unknown,0.0,0.0,claude_batch
7453208360343571755,0.65,anticipation,inspirational,0.75,0.72,claude_batch
7455782452724763947,0.85,joy,persuasive,0.7,0.05,claude_batch
7461041030666718506,0.0,unknown,unknown,0.0,0.0,claude_batch
7464686291364482347,0.75,joy,entertaining,0.75,0.15,claude_batch
7469828033000639787,0.0,unknown,unknown,0.0,0.0,claude_batch
7478674234127191342,0.85,joy,entertaining,0.75,0.15,claude_batch
7478811814462246190,0.82,joy,informative,0.75,0.25,claude_batch
7481313703942704430,0.65,joy,entertaining,0.7,0.1,claude_batch
7481769630697065774,0.6,joy,entertaining,0.65,0.35,claude_batch
7483536911500365099,0.75,joy,inspirational,0.65,0.6,claude_batch
7484257796863872302,0.35,surprise,entertaining,0.75,0.55,claude_batch
7488874141827779886,0.0,unknown,unknown,0.0,0.0,claude_batch
7498740929273187630,0.0,anticipation,entertaining,0.5,0.3,claude_batch
7499508588679990574,0.85,joy,inspirational,0.65,0.7,claude_batch
7499924283259440427,0.65,joy,entertaining,0.7,0.35,claude_batch
7502475932003798314,0.75,joy,inspirational,0.8,0.15,claude_batch
7503979948454055214,0.75,joy,entertaining,0.85,0.05,claude_batch
7504341281301138731,0.0,unknown,unknown,0.0,0.0,claude_batch
7504710222049660206,-0.15,trust,entertaining,0.75,0.05,claude_batch
7505511113384054059,0.75,joy,entertaining,0.8,0.15,claude_batch
7506555356076707114,0.35,anticipation,entertaining,0.7,0.35,claude_batch
7508880834565311786,0.85,joy,entertaining,0.8,0.05,claude_batch
7511388518267276590,0.85,joy,informative|persuasive|entertaining,0.75,0.05,claude_batch
7511803274257878315,0.65,joy,persuasive,0.72,0.35,claude_batch
7519323972505292087,0.75,joy,entertaining,0.6,0.5,claude_batch
7521369065282129207,0.85,joy,entertaining,0.75,0.05,claude_batch
7526649092726869303,0.15,anticipation,entertaining,0.65,0.35,claude_batch
7527318745845337399,-0.35,surprise,entertaining,0.65,0.4,claude_batch
7529541185363365133,0.75,joy,entertaining,0.65,0.35,claude_batch
7529968076998085943,0.65,anticipation,entertaining,0.65,0.05,claude_batch
7532919661168545038,0.65,surprise,entertaining,0.7,0.35,claude_batch
7533265545232190734,0.65,anticipation,inspirational,0.8,0.85,claude_batch
7535077163960143159,-0.35,sadness,entertaining,0.75,0.05,claude_batch
7545927749131717943,0.85,joy,entertaining,0.78,0.15,claude_batch
7547495279423917326,0.65,joy,entertaining,0.72,0.25,claude_batch
7548487108256599351,0.85,joy,entertaining,0.82,0.05,claude_batch
7554373987476753719,0.75,joy,entertaining,0.7,0.1,claude_batch
7563295299184151822,0.0,unknown,unknown,0.0,0.0,claude_batch
7563397687274507534,0.85,joy,entertaining,0.75,0.05,claude_batch
7564113967367359799,0.85,joy,inspirational,0.75,0.05,claude_batch
7567011765012155703,0.85,joy,entertaining,0.75,0.05,claude_batch
7567462021537467662,0.85,joy,entertaining,0.7,0.3,claude_batch
7567462214970428686,0.0,anticipation,entertaining,0.4,0.1,claude_batch
7567462402271333646,0.0,indeterminate,unknown,0.0,0.0,claude_batch
7571147577777753358,0.75,joy,entertaining,0.8,0.0,claude_batch
MS4wLjABAAAAYm04jRg3ljs5HpDKIuSq8EdenKW5pz6f3GThHxYzFNf9coyF3wp0,0.0,unable_to_determine,unknown,0.0,0.0,claude_batch
7512611243295919403,0.82,joy,persuasive,0.58,0.35,claude_batch
7513610868043631915,0.85,joy,entertaining,0.8,0.05,claude_batch
7514459386845203754,0.75,anticipation,persuasive,0.65,0.05,claude_batch
7514459488368364846,0.85,joy,persuasive,0.7,0.05,claude_batch
7514869225559969070,0.65,anticipation,persuasive,0.55,0.1,claude_batch
7517809994012609806,0.75,joy,persuasive,0.45,0.1,claude_batch
7518583390325542199,0.85,joy,persuasive,0.75,0.05,claude_batch
7519302350247349559,0.75,anticipation,persuasive,0.7,0.05,claude_batch
7519694793165901111,0.75,anticipation,entertaining,0.65,0.05,claude_batch
7520790654398614797,0.85,joy,persuasive,0.75,0.0,claude_batch
7523753938005265677,0.85,joy,persuasive,0.65,0.05,claude_batch
7524154134539324727,0.85,joy,persuasive,0.65,0.05,claude_batch
7524511353021746487,0.85,joy,persuasive,0.65,0.05,claude_batch
7524906262606138679,0.85,joy,entertaining,0.7,0.05,claude_batch
7524906846436609294,0.85,joy,persuasive,0.8,0.0,claude_batch
7525951008070028599,0.8,joy,entertaining,0.8,0.05,claude_batch
7526331068614446350,0.85,joy,entertaining,0.75,0.15,claude_batch
7527477225440988430,0.85,joy,entertaining,0.72,0.05,claude_batch
7528233507080981815,0.85,joy,entertaining,0.85,0.0,claude_batch
7529340996551855373,0.65,joy,entertaining,0.7,0.35,claude_batch
7530082926088817934,0.85,joy,persuasive,0.7,0.05,claude_batch
7530482636117036301,0.75,trust,informative,0.75,0.05,claude_batch
7531850247497059597,0.82,joy,informative,0.78,0.05,claude_batch
7533800264587824439,0.85,joy,persuasive,0.7,0.05,claude_batch
7534904991723556110,0.85,anticipation,entertaining,0.78,0.05,claude_batch
7535292778192882957,0.85,joy,entertaining,0.8,0.0,claude_batch
7537756658131356942,0.82,joy,persuasive,0.72,0.1,claude_batch
7542686602338798862,0.85,joy,entertaining,0.8,0.05,claude_batch
7544090198540291342,0.75,anticipation,persuasive,0.65,0.05,claude_batch
7544580436840795405,0.75,joy,entertaining,0.7,0.05,claude_batch
7546783072788712759,0.85,joy,entertaining,0.7,0.05,claude_batch
7548229504934710541,0.82,joy,persuasive,0.55,0.05,claude_batch
7552341417364917518,0.75,anticipation,entertaining,0.7,0.1,claude_batch
7553434136187276557,0.85,joy,entertaining,0.75,0.05,claude_batch
7553804780368334135,0.85,joy,entertaining,0.82,0.15,claude_batch
7556076674870250766,0.75,joy,entertaining,0.7,0.0,claude_batch
7556393902106774798,0.85,joy,persuasive,0.65,0.1,claude_batch
7559006729246231821,0.85,anticipation,persuasive|entertaining,0.75,0.15,claude_batch
7559371421533719821,0.75,anticipation,persuasive,0.55,0.1,claude_batch
7559774666190114103,0.65,anticipation,persuasive,0.55,0.1,claude_batch
7560867543880174862,0.82,anticipation,entertaining,0.78,0.15,claude_batch
7561279812367600910,-0.25,disgust,informative,0.85,0.4,claude_batch
7564223385392172301,0.85,joy,entertaining,0.8,0.05,claude_batch
7564557376502746381,0.85,joy,entertaining,0.75,0.05,claude_batch
7566086484810288398,0.75,joy,entertaining,0.78,0.05,claude_batch
7566823636498271501,0.75,anticipation,persuasive,0.65,0.05,claude_batch
7568322441534065975,0.75,joy,entertaining,0.8,0.1,claude_batch
7569774544332918029,0.75,trust,informative,0.85,0.05,claude_batch
7573103590198283575,0.75,anticipation,persuasive,0.7,0.05,claude_batch
7573489355495329038,0.85,joy,persuasive,0.75,0.0,claude_batch
MS4wLjABAAAAqo1MDj_gu9B5mGjqS54VhnI1loJ903vJpYgyJeLpmpNOfQvz90H5,0.0,unknown,unknown,0.0,0.0,claude_batch
7438422051146403118,0.85,joy,persuasive,0.65,0.05,claude_batch
7438801397430193451,0.92,joy,persuasive,0.7,0.05,claude_batch
7439086642813603115,0.85,joy,persuasive,0.65,0.05,claude_batch
7441352297772387630,0.88,joy,persuasive,0.72,0.02,claude_batch
7443499437030198574,0.85,joy,persuasive,0.68,0.05,claude_batch
7444304958910123310,0.92,joy,persuasive,0.65,0.05,claude_batch
7445270569525890350,0.88,joy,entertaining,0.72,0.05,claude_batch
7450182491891240238,0.88,joy,persuasive,0.65,0.0,claude_batch
7455543611350846762,0.85,joy,persuasive,0.65,0.05,claude_batch
7462561075796512046,0.92,joy,persuasive,0.68,0.05,claude_batch
7462563299373403438,0.85,joy,persuasive,0.65,0.05,claude_batch
7463489291667393838,0.85,joy,persuasive,0.65,0.05,claude_batch
7465853462203370794,0.85,joy,persuasive,0.55,0.1,claude_batch
7466906093877464366,0.85,joy,persuasive,0.55,0.05,claude_batch
7469254293711850798,0.82,joy,entertaining,0.65,0.1,claude_batch
7469512053267483947,0.85,joy,persuasive,0.65,0.15,claude_batch
7471712701316713770,0.92,joy,persuasive|entertaining,0.65,0.05,claude_batch
7472161866714762542,0.88,joy,persuasive,0.65,0.05,claude_batch
7472877629578775854,0.88,joy,entertaining,0.7,0.05,claude_batch
7473938339125677355,0.85,joy,entertaining,0.7,0.05,claude_batch
7474713181563227438,0.85,joy,persuasive,0.65,0.05,claude_batch
7475873723707428138,0.85,joy,persuasive,0.65,0.05,claude_batch
7479945096515898666,0.87,joy,persuasive,0.62,0.05,claude_batch
7481112552802422062,0.92,joy,persuasive,0.72,0.05,claude_batch
7484772823236349230,0.85,joy,entertaining,0.75,0.05,claude_batch
7488474637731482926,0.85,joy,persuasive,0.65,0.05,claude_batch
7489883578315181354,0.85,joy,persuasive,0.65,0.05,claude_batch
7491662134569520430,0.85,joy,persuasive,0.68,0.1,claude_batch
7493319393569508654,0.75,joy,inspirational,0.65,0.05,claude_batch
7500161119517199662,0.85,joy,persuasive,0.68,0.05,claude_batch
7502558860788632878,0.85,joy,persuasive,0.68,0.05,claude_batch
7503980104662420779,0.88,joy,persuasive,0.65,0.05,claude_batch
7521028108942675231,0.85,joy,persuasive,0.65,0.05,claude_batch
7523353503171939615,0.82,joy,informative,0.72,0.05,claude_batch
7532322015257054495,0.85,joy,informative,0.65,0.05,claude_batch
7532912259153120542,0.85,joy,persuasive,0.7,0.05,claude_batch
7533355230721805599,0.85,joy,persuasive,0.65,0.05,claude_batch
7533958089142258975,0.87,joy,entertaining,0.65,0.05,claude_batch
7536348008531725599,0.82,joy,inspirational,0.88,0.05,claude_batch
7536725043263311134,0.85,joy,persuasive,0.7,0.05,claude_batch
7537031353439718686,0.92,joy,persuasive,0.72,0.05,claude_batch
7537398157316066590,0.82,joy,persuasive,0.65,0.05,claude_batch
7537414680709565727,0.85,joy,persuasive,0.65,0.05,claude_batch
7538445511670467871,0.85,joy,informative,0.72,0.05,claude_batch
7539621305209851167,0.85,joy,persuasive,0.65,0.05,claude_batch
7540116525479496990,0.85,joy,persuasive,0.72,0.05,claude_batch
7541874235644448030,0.85,joy,entertaining,0.78,0.05,claude_batch
7553772943281605918,0.85,joy,informative,0.7,0.05,claude_batch
7560388121691573535,0.85,joy,persuasive,0.72,0.05,claude_batch
7564213191543164190,0.82,joy,inspirational,0.72,0.05,claude_batch
MS4wLjABAAAAE1dk9HUhwP0p11gQAxUerzhfc279PZiXpbZI1SHy9bppWU9Kd9v0,0.0,unable_to_determine,unknown,0.0,0.0,claude_batch
7560484437302054199,0.65,anticipation,entertaining,0.75,0.3,claude_batch
7560484680009616654,0.65,anticipation,entertaining,0.75,0.35,claude_batch
7560878518800862477,0.85,joy,persuasive,0.7,0.05,claude_batch
7561449502943628599,0.88,joy,persuasive,0.72,0.1,claude_batch
7562187334238620983,0.65,joy,entertaining,0.75,0.15,claude_batch
7563382425020009741,0.55,surprise,entertaining,0.8,0.45,claude_batch
7563683764736511246,0.85,trust,inspirational,0.7,0.15,claude_batch
7564163040304844087,0.65,anticipation,entertaining,0.75,0.35,claude_batch
7564869884874591543,0.92,joy,persuasive,0.82,0.05,claude_batch
7564967921454238989,0.85,joy,persuasive,0.75,0.1,claude_batch
7565623809240304951,0.82,joy,persuasive,0.79,0.05,claude_batch
7566093517672500493,0.85,joy,persuasive,0.65,0.05,claude_batch
7566425256424951054,0.85,joy,inspirational,0.72,0.15,claude_batch
7566818691535441165,0.85,joy,persuasive,0.78,0.05,claude_batch
7567038246157323534,0.85,joy,persuasive,0.55,0.1,claude_batch
7567103747810151694,0.72,joy,entertaining,0.68,0.12,claude_batch
7567448533402389815,0.85,joy,entertaining,0.75,0.05,claude_batch
7567547558143282446,0.85,joy,entertaining,0.75,0.05,claude_batch
7567926999004515639,0.75,joy,entertaining,0.65,0.05,claude_batch
7568113437268659470,0.85,joy,entertaining,0.75,0.05,claude_batch
7568174379515792653,0.75,joy,entertaining,0.75,0.05,claude_batch
7568281679815609655,0.85,joy,persuasive,0.68,0.15,claude_batch
7568634870025489678,0.85,joy,persuasive,0.7,0.05,claude_batch
7568965094470667533,0.75,joy,entertaining,0.8,0.05,claude_batch
7569043142461197582,0.75,joy,entertaining,0.72,0.05,claude_batch
7569322605161762061,0.85,joy,entertaining,0.78,0.05,claude_batch
7569618336347098382,0.85,joy,persuasive,0.8,0.05,claude_batch
7569678737160047927,0.92,joy,persuasive,0.78,0.05,claude_batch
7569812184792894734,0.85,anticipation,entertaining,0.75,0.05,claude_batch
7570058667345644855,0.85,joy,informative,0.7,0.1,claude_batch
7570871828336364814,0.85,joy,persuasive,0.72,0.05,claude_batch
7571141109150190862,0.85,joy,entertaining,0.7,0.05,claude_batch
7571543880265436430,0.92,joy,inspirational,0.7,0.08,claude_batch
7571656337998826765,0.85,joy,persuasive,0.72,0.05,claude_batch
7571894264364338446,0.65,joy,persuasive,0.45,0.1,claude_batch
7572036432580087054,0.82,joy,entertaining,0.72,0.05,claude_batch
7572325718806334775,0.65,joy,entertaining,0.68,0.15,claude_batch
7572382798657359118,0.85,joy,persuasive,0.72,0.05,claude_batch
7572631906005552439,0.85,joy,entertaining,0.68,0.05,claude_batch
7572686428824554807,0.85,joy,entertaining,0.8,0.15,claude_batch
7572804397512592654,0.75,joy,entertaining,0.7,0.15,claude_batch
7573107350408564023,0.75,anticipation,persuasive,0.8,0.05,claude_batch
7573696156014759182,0.75,joy,entertaining,0.7,0.05,claude_batch
7573719495986908429,0.92,joy,persuasive_inspirational,0.82,0.05,claude_batch
7573881827757165838,0.85,joy,entertaining,0.7,0.05,claude_batch
7574165261855526158,-0.15,disgust,entertaining,0.75,0.05,claude_batch
7574183463901809933,0.85,anticipation,persuasive,0.8,0.05,claude_batch
7574459820913282318,0.65,anticipation,entertaining,0.75,0.55,claude_batch
7574545120704335159,0.65,joy,entertaining,0.65,0.15,claude_batch
7574825236818955533,0.87,joy,persuasive,0.68,0.05,claude_batch
MS4wLjABAAAA8sAeEhFTE2rl91SO1b772zvC3vjGZMDF2xsR0fe_tVF3qmLAkjc4,0.0,unknown,unknown,0.0,0.0,claude_batch
7548547867309280542,0.72,trust,inspirational,0.82,0.15,claude_batch
7549249842426498334,0.85,joy,inspirational,0.82,0.0,claude_batch
7549252567025454366,0.78,joy,inspirational,0.82,0.02,claude_batch
7549260325346954526,0.75,joy,inspirational,0.8,0.05,claude_batch
7549946922853764383,0.75,joy,inspirational,0.78,0.02,claude_batch
7550035376056896798,0.85,joy,entertaining,0.8,0.05,claude_batch
7550777257359346975,0.65,anticipation,entertaining,0.7,0.25,claude_batch
7551520082401299743,0.85,joy,entertaining,0.8,0.05,claude_batch
7551835337685863710,0.75,joy,inspirational,0.8,0.05,claude_batch
7552225731447688479,0.75,joy,inspirational,0.78,0.0,claude_batch
7553424333616499999,0.65,trust,persuasive,0.72,0.58,claude_batch
7553733716678331679,0.75,joy,inspirational,0.7,0.15,claude_batch
7554803936159419679,0.85,joy,inspirational,0.75,0.05,claude_batch
7555230160606235934,0.85,joy,entertaining,0.75,0.05,claude_batch
7556029193549581599,0.85,joy,entertaining,0.8,0.0,claude_batch
7556327878137269534,0.85,joy,entertaining,0.82,0.05,claude_batch
7556749434390957343,0.85,joy,entertaining,0.72,0.05,claude_batch
7557837351280577822,0.85,joy,entertaining,0.8,0.05,claude_batch
7558227174545722654,0.85,joy,entertaining,0.82,0.05,claude_batch
7558565337784929567,0.85,joy,entertaining,0.8,0.05,claude_batch
7558949534055845150,0.82,joy,entertaining,0.78,0.05,claude_batch
7559311344604908831,0.65,anticipation,persuasive,0.7,0.68,claude_batch
7559588887442509087,-0.35,fear,persuasive,0.7,0.85,claude_batch
7560466080234229023,0.85,joy,persuasive,0.82,0.05,claude_batch
7560491840282184991,0.82,joy,entertaining,0.72,0.05,claude_batch
7561144055552331039,0.75,joy,entertaining,0.82,0.05,claude_batch
7561937325983321375,0.85,joy,entertaining,0.78,0.05,claude_batch
7562323677342223647,0.75,trust,informative|inspirational,0.8,0.1,claude_batch
7562326974195174686,0.75,trust,informative|inspirational,0.85,0.05,claude_batch
7562329597824519455,0.75,trust,inspirational,0.82,0.05,claude_batch
7562333731420261662,0.75,trust,inspirational,0.82,0.15,claude_batch
7562336481533021471,0.75,joy,inspirational,0.8,0.2,claude_batch
7562341369633705246,0.75,trust,inspirational,0.82,0.1,claude_batch
7562345360916614431,0.75,joy,inspirational,0.78,0.08,claude_batch
7562347272986496287,0.75,trust,inspirational,0.82,0.1,claude_batch
7563377447295651102,0.65,anticipation,persuasive,0.72,0.68,claude_batch
7563793806970096926,-0.35,anger,persuasive,0.75,0.65,claude_batch
7564111706352373023,0.85,joy,entertaining,0.75,0.05,claude_batch
7564197616947350814,0.82,joy,entertaining,0.71,0.12,claude_batch
7564858557376531743,0.65,anticipation,persuasive,0.72,0.78,claude_batch
7565969781271088415,0.75,trust,persuasive|inspirational,0.8,0.25,claude_batch
7569330797501517086,0.75,joy,entertaining,0.8,0.05,claude_batch
7569681469627501854,0.92,joy,inspirational,0.78,0.05,claude_batch
7570107473617620255,0.85,joy,inspirational,0.8,0.05,claude_batch
7570657467651132703,-0.75,disgust,entertaining,0.8,0.6,claude_batch
7571564356312337694,0.85,joy,inspirational,0.8,0.05,claude_batch
7571565468436253982,0.92,joy,persuasive_inspirational,0.88,0.05,claude_batch
7572619245461327135,0.15,anticipation,confrontational,0.65,0.6,claude_batch
7574162101225180447,-0.82,anger,confrontational,0.78,0.87,claude_batch
MS4wLjABAAAA61rhF_tY0We-PQ2sw87Jpocoh768k92iVOpmaN6c_nes9tMM_vMT,0.0,unknown,informative,0.0,0.0,claude_batch
7110252210780638510,0.82,joy,entertaining,0.78,0.05,claude_batch
